"City","city_ascii","id","State","county_fips","County","Lat","Long","population","population_proper","density","source","incorporated","timezone","Zipcode","nid"
"Vair","Vair","TX","Texas","48455","Trinity","31.2810","-94.9135","","","0.0","point","False","America/Chicago","75926","1840032751"
"New Ulm","New Ulm","TX","Texas","48015","Austin","29.8922","-96.4902","","","49.6","point","False","America/Chicago","78950","1840036524"
"Impact","Impact","TX","Texas","48441","Taylor","32.5002","-99.7466","30","30","133","polygon","True","America/Chicago","79603","1840022094"
"Santa Monica","Santa Monica","TX","Texas","48489","Willacy","26.3654","-97.5900","","","17.2","polygon","False","America/Chicago","78569","1840019736"
"Roby","Roby","TX","Texas","48151","Fisher","32.7460","-100.3794","626","626","336","polygon","True","America/Chicago","79543","1840020723"
"Bivins","Bivins","TX","Texas","48067","Cass","33.0196","-94.1991","","","40.8","point","False","America/Chicago","75555","1840036375"
"Cundiff","Cundiff","TX","Texas","48237","Jack","33.3168","-97.9984","","","9.7","point","False","America/Chicago","76458","1840036412"
"Ranchos Penitas West","Ranchos Penitas West","TX","Texas","48479","Webb","27.6745","-99.6035","","","85.3","polygon","False","America/Chicago","78045","1840037074"
"Buda","Buda","TX","Texas","48209","Hays","30.0846","-97.8440","16163","16163","1081","polygon","True","America/Chicago","78610","1840019605"
"Isla","Isla","TX","Texas","48141","El Paso","31.4873","-106.2064","","","18.1","point","False","America/Ojinaga","75643","1840023297"
"Circle","Circle","TX","Texas","48279","Lamb","34.1881","-102.2363","","","0.7","point","False","America/Chicago","79064","1840032570"
"Viboras","Viboras","TX","Texas","48427","Starr","26.7173","-98.8272","","","0.1","point","False","America/Chicago","78582","1840032742"
"Uvalde Estates","Uvalde Estates","TX","Texas","48463","Uvalde","29.1695","-99.8329","","","215.0","polygon","False","America/Chicago","78801","1840019660"
"Nordheim","Nordheim","TX","Texas","48123","DeWitt","28.9239","-97.6141","307","307","238","polygon","True","America/Chicago","78141","1840020983"
"Godley","Godley","TX","Texas","48251","Johnson","32.4512","-97.5322","1131","1131","263","polygon","True","America/Chicago","76044","1840020751"
"Crockett","Crockett","TX","Texas","48225","Houston","31.3177","-95.4564","5908.0","6526","284","polygon","True","America/Chicago","75835","1840019547"
"Caps","Caps","TX","Texas","48441","Taylor","32.3732","-99.8470","","","30.3","point","False","America/Chicago","79606","1840036192"
"Buckingham","Buckingham","TX","Texas","48113","Dallas","32.9365","-96.7250","","","2440.6","point","False","America/Chicago","75081","1840036185"
"Dalworthington Gardens","Dalworthington Gardens","TX","Texas","48439","Tarrant","32.6936","-97.1565","2387","2387","521","polygon","True","America/Chicago","76016","1840019432"
"Redwater","Redwater","TX","Texas","48037","Bowie","33.3586","-94.2551","1091","1091","211","polygon","True","America/Chicago","75567 75573","1840023192"
"Chapman Ranch","Chapman Ranch","TX","Texas","48355","Nueces","27.5864","-97.4533","","","9.5","point","False","America/Chicago","78415","1840036623"
"Percilla","Percilla","TX","Texas","48225","Houston","31.5471","-95.3991","","","33.7","point","False","America/Chicago","75844","1840036541"
"Jones Creek","Jones Creek","TX","Texas","48039","Brazoria","28.9752","-95.4715","3301.0","2096","321","polygon","True","America/Chicago","77541","1840023163"
"Town West","Town West","TX","Texas","48157","Fort Bend","29.6638","-95.6311","","","3005.7","point","False","America/Chicago","77498","1840037099"
"Sylvester","Sylvester","TX","Texas","48151","Fisher","32.7209","-100.2543","","","35.8","point","False","America/Chicago","79560","1840036637"
"Skidmore","Skidmore","TX","Texas","48025","Bee","28.2626","-97.6855","","","240.8","polygon","False","America/Chicago","78389","1840019691"
"Eagle Lake","Eagle Lake","TX","Texas","48089","Colorado","29.5880","-96.3282","3707.0","3719","489","polygon","True","America/Chicago","77434","1840019630"
"Old Ocean","Old Ocean","TX","Texas","48039","Brazoria","29.0800","-95.7497","","","6.7","point","False","America/Chicago","77480","1840036534"
"Seven Oaks","Seven Oaks","TX","Texas","48373","Polk","30.8517","-94.8580","124","124","34","polygon","True","America/Chicago","77351 77350","1840022158"
"Neuville","Neuville","TX","Texas","48419","Shelby","31.6782","-94.1424","","","83.4","point","False","America/Chicago","75935","1840036522"
"Llano Grande","Llano Grande","TX","Texas","48215","Hidalgo","26.1308","-97.9687","","","1662.6","polygon","False","America/Chicago","78596","1840037059"
"Lyons","Lyons","TX","Texas","48051","Burleson","30.3863","-96.5633","","","72.8","point","False","America/Chicago","77879","1840036495"
"Belfalls","Belfalls","TX","Texas","48027","Bell","31.1732","-97.2036","","","25.3","point","False","America/Chicago","76579","1840036371"
"Neylandville","Neylandville","TX","Texas","48231","Hunt","33.2003","-96.0059","93","93","114","polygon","True","America/Chicago","75401","1840022995"
"Browndell","Browndell","TX","Texas","48241","Jasper","31.1254","-93.9802","198","198","31","polygon","True","America/Chicago","75931","1840019559"
"Keenan","Keenan","TX","Texas","48339","Montgomery","30.3210","-95.6455","","","51.5","point","False","America/Chicago","77316","1840036715"
"Cone","Cone","TX","Texas","48107","Crosby","33.7973","-101.3877","","","6.6","point","False","America/Chicago","79357","1840036409"
"Morris Ranch","Morris Ranch","TX","Texas","48171","Gillespie","30.2171","-99.0123","","","11.4","point","False","America/Chicago","78624","1840036293"
"Flomot","Flomot","TX","Texas","48345","Motley","34.2270","-100.9890","","","13.9","point","False","America/Chicago","79234","1840036441"
"Bon Wier","Bon Wier","TX","Texas","48351","Newton","30.7399","-93.6432","","","82.8","point","False","America/Chicago","75928","1840036378"
"Northlake","Northlake","TX","Texas","48121","Denton","33.0801","-97.2545","2776","2776","63","polygon","True","America/Chicago","76226 76247 76262","1840022989"
"Rose Hill Acres","Rose Hill Acres","TX","Texas","48199","Hardin","30.1933","-94.1930","435","435","433","polygon","True","America/Chicago","77657","1840037018"
"Machovec","Machovec","TX","Texas","48341","Moore","35.9439","-101.9868","","","0.0","point","False","America/Chicago","79029","1840033333"
"Mount Pleasant","Mount Pleasant","TX","Texas","48449","Titus","33.1613","-94.9717","16699.0","16257","403","polygon","True","America/Chicago","75455 75456","1840020666"
"Sand Springs","Sand Springs","TX","Texas","48227","Howard","32.2795","-101.3496","","","137.9","polygon","False","America/Chicago","79720 79511","1840025912"
"Krum","Krum","TX","Texas","48121","Denton","33.2652","-97.2257","5038.0","5020","784","polygon","True","America/Chicago","76249","1840020645"
"Canton","Canton","TX","Texas","48467","Van Zandt","32.5540","-95.8639","3857.0","3878","253","polygon","True","America/Chicago","75103","1840019454"
"Richmond","Richmond","TX","Texas","48157","Fort Bend","29.5817","-95.7605","12064","12064","1147","polygon","True","America/Chicago","77406 77469","1840020947"
"Guadalupe","Guadalupe","TX","Texas","48469","Victoria","28.7519","-96.9228","","","36.6","point","False","America/Chicago","77905","1840036456"
"Camp San Saba","Camp San Saba","TX","Texas","48307","McCulloch","30.9954","-99.2551","","","4.5","point","False","America/Chicago","76825","1840036391"
"Columbus","Columbus","TX","Texas","48089","Colorado","29.7055","-96.5563","4173.0","3653","491","polygon","True","America/Chicago","78934","1840019629"
"El Paso","El Paso","TX","Texas","48141","El Paso","31.8479","-106.4309","845674.0","683577","1025","polygon","True","America/Denver","79901 79902 79903 79904 79905 79906 79907 79930 79932 79935 79934 79936 79912 79911 79835 79922 79920 79927 79924 79925 79915 79910 79913 79914 79917 79923 79926 79931 79937 79940 79941 79943 79944 79945 79946 79947 79948 79949 79950 79951 79952 79953 79954 79955 79958 79960 79961 79968 79976 79978 79980 79995 79996 79997 79998 79999 88540 88541 88542 88543 88544 88545 88546 88547 88548 88549 88550 88553 88554 88555 88556 88557 88558 88559 88560 88561 88562 88563 88565 88566 88567 88568 88569 88570 88571 88572 88573 88574 88575 88576 88577 88578 88579 88580 88581 88582 88583 88584 88585 88586 88588 88590 88595","1840023252"
"Benchley","Benchley","TX","Texas","48395","Robertson","30.7485","-96.4586","","","31.7","point","False","America/Chicago","77808","1840036373"
"Guthrie","Guthrie","TX","Texas","48269","King","33.6215","-100.3291","","","91.1","polygon","False","America/Chicago","79236","1840025040"
"Sudan","Sudan","TX","Texas","48279","Lamb","34.0663","-102.5241","912","912","344","polygon","True","America/Chicago","79371","1840021917"
"Callisburg","Callisburg","TX","Texas","48097","Cooke","33.6987","-97.0159","373","373","70","polygon","True","America/Chicago","76240","1840019318"
"Avoca","Avoca","TX","Texas","48253","Jones","32.8657","-99.7159","","","21.8","point","False","America/Chicago","79503","1840036164"
"Humble","Humble","TX","Texas","48201","Harris","29.9922","-95.2655","15997","15997","632","polygon","True","America/Chicago","77338 77396 77347","1840020926"
"Oilton","Oilton","TX","Texas","48479","Webb","27.4693","-98.9672","","","44.6","polygon","False","America/Chicago","78371","1840019705"
"Edcouch","Edcouch","TX","Texas","48215","Hidalgo","26.2937","-97.9631","3365","3365","1255","polygon","True","America/Chicago","78538","1840021019"
"Green Valley Farms","Green Valley Farms","TX","Texas","48061","Cameron","26.1219","-97.5610","","","215.3","polygon","False","America/Chicago","78586","1840037049"
"Neches","Neches","TX","Texas","48001","Anderson","31.8668","-95.4958","","","73.8","point","False","America/Chicago","75779","1840036520"
"Prairie View","Prairie View","TX","Texas","48473","Waller","30.0850","-95.9897","6391.0","6399","342","polygon","True","America/Chicago","77446 77445","1840021698"
"Pottsville","Pottsville","TX","Texas","48193","Hamilton","31.6732","-98.3256","","","2.1","point","False","America/Chicago","76531","1840036311"
"Butterfield","Butterfield","TX","Texas","48141","El Paso","31.8426","-106.0822","","","13.9","polygon","False","America/Denver","79938","1840037034"
"Skellytown","Skellytown","TX","Texas","48065","Carson","35.5708","-101.1729","458","458","333","polygon","True","America/Chicago","79080","1840022746"
"Chunky","Chunky","TX","Texas","48375","Potter","35.3995","-101.8407","","","0.8","point","False","America/Chicago","79108","1840032816"
"Sundown","Sundown","TX","Texas","48219","Hockley","33.4575","-102.4908","1414","1414","359","polygon","True","America/Chicago","79372","1840021985"
"Palmhurst","Palmhurst","TX","Texas","48215","Hidalgo","26.2583","-98.2953","2738","2738","237","polygon","True","America/Chicago","78573","1840021027"
"Hedwig Village","Hedwig Village","TX","Texas","48201","Harris","29.7799","-95.5193","2668","2668","1088","polygon","True","America/Chicago","77024","1840020923"
"Mustang","Mustang","TX","Texas","48349","Navarro","32.0135","-96.4303","23","23","72","polygon","True","America/Chicago","75109","1840023097"
"Honey Grove","Honey Grove","TX","Texas","48147","Fannin","33.5866","-95.9090","1678","1678","217","polygon","True","America/Chicago","75446","1840020596"
"Gallatin","Gallatin","TX","Texas","48073","Cherokee","31.8968","-95.1520","435","435","36","polygon","True","America/Chicago","75764 75766 75785","1840020788"
"Denton","Denton","TX","Texas","48121","Denton","33.2176","-97.1421","440146.0","136268","548","polygon","True","America/Chicago","76207 76205 76201 76208 76209 76210 76259 76202 76203 76204 76206","1840019390"
"Wastella","Wastella","TX","Texas","48353","Nolan","32.5104","-100.6496","","","3.1","point","False","America/Chicago","79545","1840036783"
"Coolidge","Coolidge","TX","Texas","48293","Limestone","31.7514","-96.6524","957","957","389","polygon","True","America/Chicago","76635","1840023115"
"Bonita","Bonita","TX","Texas","48337","Montague","33.7590","-97.5945","","","3.6","point","False","America/Chicago","76255","1840036379"
"De Kalb","De Kalb","TX","Texas","48037","Bowie","33.5076","-94.6165","1630","1630","459","polygon","True","America/Chicago","75559","1840019340"
"Matagorda","Matagorda","TX","Texas","48321","Matagorda","28.6970","-95.9668","","","155.9","polygon","False","America/Chicago","77457","1840026046"
"Alamo Alto","Alamo Alto","TX","Texas","48141","El Paso","31.4051","-106.0239","","","15.1","point","False","America/Denver","79853","1840036639"
"Riomedina","Riomedina","TX","Texas","48325","Medina","29.4397","-98.8842","","","24.3","point","False","America/Chicago","78009","1840021841"
"Odem","Odem","TX","Texas","48409","San Patricio","27.9464","-97.5865","2811.0","2420","800","polygon","True","America/Chicago","78370","1840021005"
"Orange Grove","Orange Grove","TX","Texas","48249","Jim Wells","27.9562","-97.9386","1313","1313","468","polygon","True","America/Chicago","78372","1840021008"
"Coleman","Coleman","TX","Texas","48083","Coleman","31.8317","-99.4223","4033.0","4406","276","polygon","True","America/Chicago","76834","1840019516"
"Harlingen","Harlingen","TX","Texas","48061","Cameron","26.1917","-97.6977","136968.0","65467","631","polygon","True","America/Chicago","78550 78552 78551 78553","1840021036"
"Lake Kiowa","Lake Kiowa","TX","Texas","48097","Cooke","33.5703","-97.0129","","","235.8","polygon","False","America/Chicago","76240","1840017998"
"Port O'Connor","Port O'Connor","TX","Texas","48057","Calhoun","28.4463","-96.4205","","","147.3","polygon","False","America/Chicago","77982","1840026050"
"Tye","Tye","TX","Texas","48441","Taylor","32.4522","-99.8665","1293","1293","103","polygon","True","America/Chicago","79563 79603","1840022093"
"La Presa","La Presa","TX","Texas","48479","Webb","27.3995","-99.4374","","","28.2","polygon","False","America/Chicago","78046","1840018292"
"Stacy","Stacy","TX","Texas","48307","McCulloch","31.4771","-99.5978","","","1.9","point","False","America/Chicago","76836","1840036936"
"Roganville","Roganville","TX","Texas","48241","Jasper","30.8002","-93.9035","","","30.9","point","False","America/Chicago","75956","1840036563"
"Barrett","Barrett","TX","Texas","48201","Harris","29.8671","-95.0537","","","547.3","polygon","False","America/Chicago","77562 77532","1840018252"
"Plum Grove","Plum Grove","TX","Texas","48291","Liberty","30.2007","-95.0958","670","670","68","polygon","True","America/Chicago","77372 77327","1840020902"
"Bracken","Bracken","TX","Texas","48091","Comal","29.6099","-98.3211","","","84.6","point","False","America/Chicago","78266","1840036179"
